ticket_id,customer_id,created_at,closed_at,status,satisfaction_score
TKT003149,U007667,2023-10-26,2023-10-27,closed,3.0
TKT003150,U007667,2023-10-25,,open,
TKT003151,U007674,2023-03-06,,open,
TKT003152,U007677,2024-09-03,2024-09-06,closed,5.0
TKT003153,U007677,2024-07-17,2024-07-19,closed,2.0
TKT003154,U007680,2022-12-31,2023-01-06,closed,4.0
TKT003155,U007680,2022-12-21,2022-12-25,closed,1.0
TKT003156,U007680,2023-01-06,2023-01-09,closed,1.0
TKT003157,U007688,2022-10-05,,open,
TKT003158,U007688,2022-09-30,2022-10-03,closed,4.0
TKT003159,U007692,2022-11-17,,open,
TKT003160,U007693,2022-06-16,2022-06-17,closed,2.0
TKT003161,U007693,2022-06-16,,open,
TKT003162,U007693,2022-06-18,,open,
TKT003163,U007694,2022-10-01,2022-10-07,closed,3.0
TKT003164,U007694,2022-10-10,2022-10-15,closed,1.0
TKT003165,U007694,2022-10-06,2022-10-10,closed,5.0
TKT003166,U007696,2023-01-30,,open,
TKT003167,U007696,2023-01-31,,open,
TKT003168,U007697,2023-07-14,2023-07-20,closed,5.0
TKT003169,U007715,2022-11-23,2022-11-27,closed,1.0
TKT003170,U007729,2023-03-31,2023-04-04,closed,5.0
TKT003171,U007729,2023-04-16,2023-04-20,closed,2.0
TKT003172,U007729,2023-04-18,2023-04-25,closed,2.0
TKT003173,U007737,2022-06-25,,open,
TKT003174,U007737,2022-06-25,,open,
TKT003175,U007737,2022-06-23,,open,
TKT003176,U007743,2022-09-17,,open,
TKT003177,U007743,2022-09-18,,open,
TKT003178,U007743,2022-09-18,,open,
TKT003179,U007746,2023-03-12,2023-03-18,closed,4.0
TKT003180,U007746,2023-04-03,2023-04-09,closed,3.0
TKT003181,U007746,2023-05-18,2023-05-22,closed,3.0
TKT003182,U007751,2024-05-09,2024-05-16,closed,2.0
TKT003183,U007764,2023-08-02,2023-08-08,closed,1.0
TKT003184,U007764,2023-10-07,2023-10-11,closed,2.0
TKT003185,U007764,2023-10-07,2023-10-13,closed,5.0
TKT003186,U007766,2023-02-27,,open,
TKT003187,U007766,2023-02-23,,open,
TKT003188,U007766,2023-02-19,2023-02-23,closed,5.0
TKT003189,U007768,2024-01-20,,open,
TKT003190,U007770,2023-01-16,2023-01-22,closed,2.0
TKT003191,U007770,2024-02-06,2024-02-09,closed,4.0
TKT003192,U007770,2024-02-06,2024-02-08,closed,5.0
TKT003193,U007778,2024-01-18,2024-01-23,closed,1.0
TKT003194,U007778,2023-10-05,2023-10-06,closed,4.0
TKT003195,U007778,2023-10-04,2023-10-09,closed,2.0
TKT003196,U007785,2022-03-28,,open,
TKT003197,U007785,2022-03-30,,open,
TKT003198,U007785,2022-03-26,,open,
TKT003199,U007787,2024-09-30,2024-10-03,closed,5.0
TKT003200,U007787,2024-10-29,2024-11-01,closed,4.0
TKT003201,U007793,2023-07-31,,open,
TKT003202,U007793,2023-08-01,,open,
TKT003203,U007795,2022-04-16,,open,
TKT003204,U007795,2022-04-13,2022-04-15,closed,5.0
TKT003205,U007809,2023-03-04,,open,
TKT003206,U007809,2023-03-04,,open,
TKT003207,U007809,2023-03-04,,open,
TKT003208,U007824,2023-04-06,2023-04-11,closed,3.0
TKT003209,U007824,2023-04-11,,open,
TKT003210,U007825,2022-07-29,,open,
TKT003211,U007825,2022-07-31,2022-08-01,closed,4.0
TKT003212,U007827,2023-09-28,2023-10-01,closed,1.0
TKT003213,U007828,2023-01-21,2023-01-25,closed,1.0
TKT003214,U007829,2023-03-13,2023-03-17,closed,4.0
TKT003215,U007834,2022-06-03,,open,
TKT003216,U007834,2022-06-03,,open,
TKT003217,U007834,2022-06-02,,open,
TKT003218,U007837,2023-10-04,2023-10-08,closed,5.0
TKT003219,U007846,2022-04-24,2022-05-01,closed,4.0
TKT003220,U007856,2023-02-27,2023-02-28,closed,3.0
TKT003221,U007856,2023-11-23,2023-11-25,closed,3.0
TKT003222,U007857,2022-06-29,2022-07-01,closed,1.0
TKT003223,U007857,2022-07-05,2022-07-07,closed,1.0
TKT003224,U007857,2022-06-16,2022-06-19,closed,4.0
TKT003225,U007858,2022-01-24,2022-01-28,closed,4.0
TKT003226,U007859,2023-02-09,2023-02-12,closed,3.0
TKT003227,U007859,2023-02-10,2023-02-15,closed,4.0
TKT003228,U007859,2024-09-13,2024-09-19,closed,3.0
TKT003229,U007865,2022-08-26,2022-08-31,closed,1.0
TKT003230,U007866,2023-02-11,2023-02-15,closed,2.0
TKT003231,U007866,2023-02-09,2023-02-13,closed,1.0
TKT003232,U007868,2023-08-07,2023-08-11,closed,3.0
TKT003233,U007868,2023-08-07,2023-08-11,closed,1.0
TKT003234,U007870,2023-04-25,2023-05-02,closed,4.0
TKT003235,U007870,2024-04-22,2024-04-23,closed,1.0
TKT003236,U007879,2024-03-10,2024-03-12,closed,5.0
TKT003237,U007879,2024-05-31,2024-06-02,closed,4.0
TKT003238,U007879,2023-05-06,2023-05-07,closed,2.0
TKT003239,U007881,2024-10-30,2024-11-03,closed,5.0
TKT003240,U007883,2023-11-02,2023-11-05,closed,5.0
TKT003241,U007883,2023-12-23,2023-12-24,closed,3.0
TKT003242,U007885,2023-12-05,2023-12-09,closed,5.0
TKT003243,U007885,2023-03-02,2023-03-06,closed,2.0
TKT003244,U007886,2022-08-15,2022-08-17,closed,5.0
TKT003245,U007886,2023-05-30,2023-06-02,closed,1.0
TKT003246,U007887,2022-09-12,,open,
TKT003247,U007887,2022-09-12,,open,
TKT003248,U007888,2024-10-26,2024-10-29,closed,4.0
TKT003249,U007888,2023-08-07,2023-08-11,closed,1.0
TKT003250,U007892,2024-09-14,2024-09-21,closed,2.0
TKT003251,U007892,2024-08-29,2024-08-30,closed,3.0
TKT003252,U007892,2024-08-04,2024-08-06,closed,2.0
TKT003253,U007907,2023-02-13,,open,
TKT003254,U007907,2023-02-12,,open,
TKT003255,U007907,2023-02-14,,open,
TKT003256,U007910,2023-07-14,2023-07-18,closed,1.0
TKT003257,U007910,2024-08-10,2024-08-11,closed,1.0
TKT003258,U007910,2023-09-09,2023-09-14,closed,2.0
TKT003259,U007915,2022-10-18,2022-10-19,closed,4.0
TKT003260,U007915,2022-10-21,,open,
TKT003261,U007915,2022-10-19,2022-10-21,closed,1.0
TKT003262,U007918,2022-03-13,,open,
TKT003263,U007920,2023-05-24,2023-05-31,closed,4.0
TKT003264,U007920,2022-07-03,2022-07-09,closed,3.0
TKT003265,U007924,2024-09-13,2024-09-17,closed,3.0
TKT003266,U007924,2023-11-21,2023-11-24,closed,3.0
TKT003267,U007924,2022-11-11,2022-11-17,closed,2.0
TKT003268,U007925,2022-11-15,2022-11-17,closed,5.0
TKT003269,U007926,2023-01-28,2023-02-02,closed,3.0
TKT003270,U007933,2022-05-30,,open,
TKT003271,U007933,2022-05-30,,open,
TKT003272,U007933,2022-05-30,,open,
TKT003273,U007936,2022-07-27,2022-07-29,closed,4.0
TKT003274,U007936,2023-01-04,2023-01-09,closed,3.0
TKT003275,U007936,2024-05-15,2024-05-17,closed,3.0
TKT003276,U007938,2023-03-04,,open,
TKT003277,U007939,2023-10-08,2023-10-12,closed,5.0
TKT003278,U007939,2024-08-20,2024-08-22,closed,1.0
TKT003279,U007939,2024-08-03,2024-08-08,closed,3.0
TKT003280,U007947,2022-08-18,2022-08-20,closed,2.0
TKT003281,U007947,2022-08-20,,open,
TKT003282,U007954,2023-03-24,2023-03-25,closed,3.0
TKT003283,U007955,2022-06-08,,open,
TKT003284,U007955,2022-06-07,2022-06-08,closed,2.0
TKT003285,U007955,2022-06-06,,open,
TKT003286,U007972,2024-09-27,2024-10-03,closed,3.0
TKT003287,U007977,2024-12-10,,open,
TKT003288,U007977,2023-05-13,2023-05-15,closed,3.0
TKT003289,U007977,2023-05-10,2023-05-17,closed,5.0
TKT003290,U007981,2023-04-14,2023-04-17,closed,1.0
TKT003291,U007983,2022-11-03,2022-11-04,closed,3.0
TKT003292,U007983,2022-08-25,2022-08-27,closed,4.0
TKT003293,U007983,2022-10-13,2022-10-17,closed,2.0
TKT003294,U007999,2022-04-25,,open,
TKT003295,U007999,2022-04-24,,open,
TKT003296,U007999,2022-04-23,,open,
TKT003297,U008001,2023-10-07,2023-10-14,closed,2.0
TKT003298,U008001,2024-02-15,2024-02-17,closed,4.0
TKT003299,U008001,2023-12-18,2023-12-22,closed,2.0
TKT003300,U008003,2024-09-02,2024-09-07,closed,2.0
TKT003301,U008004,2023-03-28,,open,
TKT003302,U008007,2024-01-25,2024-01-26,closed,2.0
TKT003303,U008007,2023-08-19,2023-08-25,closed,2.0
TKT003304,U008007,2023-05-05,2023-05-09,closed,2.0
TKT003305,U008009,2022-12-10,2022-12-14,closed,3.0
TKT003306,U008009,2022-12-13,,open,
TKT003307,U008016,2022-10-19,,open,
TKT003308,U008016,2022-10-17,2022-10-19,closed,2.0
TKT003309,U008024,2022-04-21,,open,
TKT003310,U008026,2023-01-08,2023-01-13,closed,3.0
TKT003311,U008029,2022-09-01,2022-09-06,closed,2.0
TKT003312,U008034,2022-07-23,,open,
TKT003313,U008037,2023-10-08,2023-10-11,closed,3.0
TKT003314,U008037,2023-08-24,2023-08-28,closed,3.0
TKT003315,U008037,2022-12-20,2022-12-25,closed,1.0
TKT003316,U008044,2024-04-07,2024-04-12,closed,4.0
TKT003317,U008047,2022-12-06,2022-12-07,closed,3.0
TKT003318,U008049,2022-06-19,,open,
TKT003319,U008049,2022-06-22,,open,
TKT003320,U008049,2022-06-19,2022-06-23,closed,3.0
TKT003321,U008050,2023-02-06,2023-02-09,closed,5.0
TKT003322,U008050,2023-02-02,2023-02-08,closed,1.0
TKT003323,U008051,2023-11-09,,open,
TKT003324,U008051,2023-11-09,,open,
TKT003325,U008051,2023-11-09,,open,
TKT003326,U008052,2022-08-28,,open,
TKT003327,U008052,2022-08-28,,open,
TKT003328,U008052,2022-08-28,,open,
TKT003329,U008053,2022-12-13,2022-12-15,closed,2.0
TKT003330,U008053,2022-11-14,2022-11-21,closed,5.0
TKT003331,U008053,2022-11-28,2022-12-04,closed,1.0
TKT003332,U008054,2023-02-10,2023-02-17,closed,5.0
TKT003333,U008056,2023-03-11,2023-03-17,closed,4.0
TKT003334,U008057,2023-11-14,2023-11-21,closed,1.0
TKT003335,U008057,2023-10-30,2023-11-01,closed,2.0
TKT003336,U008057,2023-01-08,2023-01-12,closed,2.0
TKT003337,U008063,2022-09-06,,open,
TKT003338,U008067,2023-06-17,2023-06-22,closed,4.0
TKT003339,U008067,2024-07-05,2024-07-06,closed,1.0
TKT003340,U008067,2023-12-13,2023-12-14,closed,1.0
TKT003341,U008071,2022-11-13,2022-11-19,closed,1.0
TKT003342,U008071,2023-09-02,2023-09-08,closed,4.0
TKT003343,U008071,2023-02-21,2023-02-22,closed,3.0
TKT003344,U008077,2023-08-11,2023-08-12,closed,3.0
TKT003345,U008077,2024-06-11,2024-06-15,closed,1.0
TKT003346,U008083,2024-02-20,2024-02-21,closed,2.0
TKT003347,U008097,2023-04-03,,open,
TKT003348,U008098,2022-06-06,2022-06-10,closed,4.0
TKT003349,U008098,2024-09-29,2024-10-02,closed,2.0
TKT003350,U008098,2023-06-23,2023-06-28,closed,4.0
TKT003351,U008099,2023-06-09,2023-06-14,closed,4.0
TKT003352,U008099,2023-08-20,2023-08-25,closed,5.0
TKT003353,U008099,2023-06-22,2023-06-29,closed,1.0
TKT003354,U008100,2022-05-01,2022-05-03,closed,3.0
TKT003355,U008100,2022-04-22,2022-04-27,closed,3.0
TKT003356,U008100,2022-04-23,2022-04-30,closed,3.0
TKT003357,U008103,2022-12-11,,open,
TKT003358,U008104,2023-10-23,2023-10-25,closed,4.0
TKT003359,U008104,2023-04-18,2023-04-21,closed,1.0
TKT003360,U008104,2024-09-19,2024-09-20,closed,2.0
TKT003361,U008114,2023-02-04,,open,
TKT003362,U008117,2022-10-04,2022-10-07,closed,1.0
TKT003363,U008117,2022-10-08,,open,
TKT003364,U008117,2022-10-04,2022-10-10,closed,5.0
TKT003365,U008118,2022-03-17,,open,
TKT003366,U008121,2022-04-02,,open,
TKT003367,U008124,2022-07-02,2022-07-04,closed,4.0
TKT003368,U008124,2024-08-30,2024-09-01,closed,2.0
TKT003369,U008127,2024-07-10,2024-07-11,closed,3.0
TKT003370,U008127,2023-07-11,2023-07-14,closed,3.0
TKT003371,U008127,2023-02-07,2023-02-12,closed,2.0
TKT003372,U008128,2023-03-21,2023-03-25,closed,2.0
TKT003373,U008128,2023-04-07,2023-04-08,closed,1.0
TKT003374,U008128,2023-08-23,2023-08-30,closed,2.0
TKT003375,U008130,2024-05-05,2024-05-08,closed,3.0
TKT003376,U008136,2024-09-20,2024-09-24,closed,4.0
TKT003377,U008136,2024-09-15,2024-09-20,closed,4.0
TKT003378,U008136,2024-04-10,2024-04-15,closed,5.0
TKT003379,U008143,2023-07-10,,open,
TKT003380,U008143,2023-07-10,,open,
TKT003381,U008151,2023-11-07,2023-11-10,closed,1.0
TKT003382,U008151,2023-10-22,2023-10-26,closed,4.0
TKT003383,U008151,2023-10-12,2023-10-14,closed,5.0
TKT003384,U008156,2023-09-27,2023-10-03,closed,5.0
TKT003385,U008159,2024-02-24,2024-03-01,closed,3.0
TKT003386,U008159,2023-07-23,2023-07-29,closed,1.0
TKT003387,U008161,2023-04-08,2023-04-09,closed,3.0
TKT003388,U008161,2023-04-13,2023-04-15,closed,1.0
TKT003389,U008164,2024-09-12,2024-09-16,closed,5.0
TKT003390,U008166,2024-04-25,2024-04-28,closed,4.0
TKT003391,U008175,2022-10-16,,open,
TKT003392,U008175,2022-08-26,2022-08-27,closed,4.0
TKT003393,U008175,2022-10-18,,open,
TKT003394,U008181,2024-04-29,2024-05-05,closed,1.0
TKT003395,U008181,2024-05-14,2024-05-15,closed,3.0
TKT003396,U008185,2024-08-25,2024-08-28,closed,1.0
TKT003397,U008185,2024-02-24,2024-02-25,closed,5.0
TKT003398,U008187,2023-08-03,,open,
TKT003399,U008187,2023-07-30,2023-08-01,closed,4.0
TKT003400,U008199,2024-09-16,2024-09-19,closed,5.0
TKT003401,U008199,2023-06-29,2023-07-06,closed,4.0
TKT003402,U008199,2024-11-27,2024-12-01,closed,2.0
TKT003403,U008208,2024-06-24,2024-06-30,closed,1.0
TKT003404,U008209,2022-11-27,2022-12-01,closed,4.0
TKT003405,U008209,2022-11-28,2022-12-01,closed,5.0
TKT003406,U008209,2022-12-21,2022-12-24,closed,4.0
TKT003407,U008211,2022-06-30,,open,
TKT003408,U008211,2022-06-26,2022-06-29,closed,1.0
TKT003409,U008211,2022-06-28,2022-07-01,closed,3.0
TKT003410,U008219,2024-03-25,2024-03-30,closed,2.0
TKT003411,U008219,2024-05-30,2024-06-04,closed,2.0
TKT003412,U008221,2024-10-29,2024-11-05,closed,5.0
TKT003413,U008228,2022-10-14,2022-10-18,closed,5.0
TKT003414,U008228,2024-01-08,2024-01-12,closed,3.0
TKT003415,U008228,2023-09-15,2023-09-17,closed,3.0
TKT003416,U008240,2022-06-28,,open,
TKT003417,U008240,2022-06-08,2022-06-10,closed,3.0
TKT003418,U008240,2022-06-09,2022-06-10,closed,4.0
TKT003419,U008244,2022-02-07,,open,
TKT003420,U008244,2022-02-07,,open,
TKT003421,U008249,2023-02-02,2023-02-04,closed,4.0
TKT003422,U008249,2023-01-31,2023-02-04,closed,3.0
TKT003423,U008249,2023-01-28,2023-02-03,closed,1.0
TKT003424,U008252,2023-02-17,,open,
TKT003425,U008252,2023-02-17,2023-02-19,closed,1.0
TKT003426,U008252,2023-02-20,,open,
TKT003427,U008256,2023-03-31,2023-04-07,closed,5.0
TKT003428,U008256,2023-05-27,2023-06-02,closed,3.0
TKT003429,U008256,2022-12-12,2022-12-14,closed,2.0
TKT003430,U008258,2022-12-27,,open,
TKT003431,U008260,2022-04-16,,open,
TKT003432,U008282,2022-08-14,,open,
TKT003433,U008285,2022-10-06,2022-10-11,closed,1.0
TKT003434,U008285,2022-10-01,2022-10-03,closed,2.0
TKT003435,U008286,2024-04-07,2024-04-12,closed,3.0
TKT003436,U008291,2023-03-15,2023-03-16,closed,2.0
TKT003437,U008291,2023-09-14,2023-09-15,closed,2.0
TKT003438,U008291,2024-07-18,2024-07-23,closed,2.0
TKT003439,U008292,2022-07-06,,open,
TKT003440,U008292,2022-07-06,,open,
TKT003441,U008292,2022-07-06,,open,
TKT003442,U008295,2023-05-20,2023-05-25,closed,4.0
TKT003443,U008295,2024-03-14,2024-03-15,closed,2.0
TKT003444,U008295,2023-01-15,2023-01-19,closed,2.0
TKT003445,U008300,2022-09-24,2022-09-25,closed,2.0
TKT003446,U008300,2022-09-29,,open,
TKT003447,U008300,2022-09-22,2022-09-29,closed,1.0
TKT003448,U008303,2024-06-22,2024-06-25,closed,4.0
TKT003449,U008303,2024-02-02,2024-02-07,closed,2.0
TKT003450,U008306,2024-07-15,2024-07-17,closed,4.0
TKT003451,U008306,2024-12-08,,open,
TKT003452,U008317,2022-04-13,,open,
TKT003453,U008317,2022-04-12,,open,
TKT003454,U008318,2023-12-16,2023-12-21,closed,4.0
TKT003455,U008318,2024-12-02,2024-12-07,closed,4.0
TKT003456,U008318,2023-11-11,2023-11-17,closed,1.0
TKT003457,U008319,2022-05-11,,open,
TKT003458,U008319,2022-05-10,,open,
TKT003459,U008332,2022-11-08,2022-11-13,closed,1.0
TKT003460,U008332,2022-11-05,2022-11-12,closed,4.0
TKT003461,U008334,2023-09-10,2023-09-15,closed,2.0
TKT003462,U008334,2023-09-03,2023-09-07,closed,2.0
TKT003463,U008340,2022-10-05,,open,
TKT003464,U008344,2022-09-29,,open,
TKT003465,U008348,2023-02-26,2023-03-01,closed,5.0
TKT003466,U008349,2023-09-27,2023-10-04,closed,2.0
TKT003467,U008349,2024-06-29,2024-06-30,closed,5.0
TKT003468,U008351,2023-05-26,2023-05-29,closed,1.0
TKT003469,U008352,2023-02-13,2023-02-18,closed,4.0
TKT003470,U008352,2022-12-09,2022-12-10,closed,3.0
TKT003471,U008358,2022-02-20,,open,
TKT003472,U008358,2022-02-19,,open,
TKT003473,U008367,2024-02-26,2024-03-04,closed,3.0
TKT003474,U008367,2024-06-13,2024-06-19,closed,3.0
TKT003475,U008368,2024-06-12,2024-06-19,closed,1.0
TKT003476,U008368,2024-03-16,2024-03-23,closed,4.0
TKT003477,U008368,2024-03-21,2024-03-24,closed,1.0
TKT003478,U008382,2022-11-10,,open,
TKT003479,U008387,2023-01-19,,open,
TKT003480,U008392,2023-03-08,,open,
TKT003481,U008392,2023-03-08,,open,
TKT003482,U008393,2023-01-16,2023-01-22,closed,5.0
TKT003483,U008393,2023-07-02,2023-07-05,closed,2.0
TKT003484,U008393,2024-05-08,2024-05-14,closed,5.0
TKT003485,U008404,2024-03-30,2024-04-05,closed,3.0
TKT003486,U008414,2022-05-26,,open,
TKT003487,U008417,2024-04-16,2024-04-20,closed,2.0
TKT003488,U008417,2022-11-08,2022-11-10,closed,2.0
TKT003489,U008417,2024-06-24,2024-07-01,closed,2.0
TKT003490,U008418,2023-11-29,2023-12-04,closed,1.0
TKT003491,U008422,2023-12-23,2023-12-28,closed,5.0
TKT003492,U008422,2023-04-03,2023-04-10,closed,3.0
TKT003493,U008422,2023-09-12,2023-09-13,closed,1.0
TKT003494,U008433,2022-09-08,2022-09-10,closed,2.0
TKT003495,U008433,2022-10-05,2022-10-08,closed,1.0
TKT003496,U008433,2022-10-02,2022-10-04,closed,5.0
TKT003497,U008436,2024-03-22,2024-03-28,closed,3.0
TKT003498,U008437,2023-02-22,2023-02-25,closed,3.0
TKT003499,U008437,2024-06-27,2024-07-03,closed,3.0
TKT003500,U008438,2022-07-29,2022-08-04,closed,4.0
TKT003501,U008455,2024-09-16,2024-09-21,closed,1.0
TKT003502,U008455,2024-02-09,2024-02-14,closed,1.0
TKT003503,U008458,2023-03-11,2023-03-17,closed,3.0
TKT003504,U008477,2022-07-01,,open,
TKT003505,U008477,2022-06-29,2022-06-30,closed,3.0
TKT003506,U008480,2022-12-12,2022-12-14,closed,2.0
TKT003507,U008490,2023-11-10,2023-11-15,closed,2.0
TKT003508,U008490,2024-05-09,2024-05-14,closed,1.0
TKT003509,U008490,2023-08-12,2023-08-18,closed,5.0
TKT003510,U008499,2023-06-05,2023-06-09,closed,3.0
TKT003511,U008499,2022-11-21,2022-11-25,closed,4.0
TKT003512,U008499,2022-09-22,2022-09-27,closed,4.0
TKT003513,U008500,2022-05-05,2022-05-11,closed,1.0
TKT003514,U008500,2024-01-28,2024-01-29,closed,2.0
TKT003515,U008504,2022-10-04,2022-10-10,closed,4.0
TKT003516,U008504,2022-09-30,2022-10-04,closed,2.0
TKT003517,U008504,2022-11-01,2022-11-04,closed,2.0
TKT003518,U008506,2023-02-13,2023-02-19,closed,3.0
TKT003519,U008506,2024-08-03,2024-08-05,closed,2.0
TKT003520,U008506,2023-10-23,2023-10-25,closed,5.0
TKT003521,U008507,2023-10-06,2023-10-13,closed,4.0
TKT003522,U008507,2023-11-07,,open,
TKT003523,U008507,2023-10-14,2023-10-16,closed,4.0
TKT003524,U008514,2022-07-10,2022-07-16,closed,2.0
TKT003525,U008514,2022-07-15,2022-07-21,closed,2.0
TKT003526,U008514,2022-07-18,2022-07-19,closed,5.0
TKT003527,U008521,2023-06-25,2023-06-27,closed,4.0
TKT003528,U008521,2024-06-27,2024-06-30,closed,5.0
TKT003529,U008529,2023-05-24,2023-05-28,closed,2.0
TKT003530,U008529,2023-07-18,2023-07-23,closed,4.0
TKT003531,U008532,2022-10-29,2022-11-02,closed,2.0
TKT003532,U008536,2022-01-29,2022-02-04,closed,2.0
TKT003533,U008539,2023-04-19,2023-04-20,closed,5.0
TKT003534,U008544,2023-03-03,2023-03-10,closed,3.0
TKT003535,U008548,2022-07-26,2022-07-27,closed,5.0
TKT003536,U008549,2023-11-30,2023-12-06,closed,5.0
TKT003537,U008549,2023-01-31,2023-02-04,closed,4.0
TKT003538,U008549,2024-06-21,2024-06-25,closed,1.0
TKT003539,U008550,2022-06-12,,open,
TKT003540,U008550,2022-06-16,,open,
TKT003541,U008551,2022-05-21,2022-05-26,closed,5.0
TKT003542,U008557,2023-12-04,,open,
TKT003543,U008557,2023-12-04,,open,
TKT003544,U008557,2023-12-04,,open,
TKT003545,U008558,2022-12-06,2022-12-13,closed,1.0
TKT003546,U008558,2022-12-11,2022-12-12,closed,2.0
TKT003547,U008561,2023-10-25,2023-10-27,closed,4.0
TKT003548,U008561,2024-10-10,2024-10-16,closed,4.0
TKT003549,U008561,2022-03-22,2022-03-29,closed,3.0
TKT003550,U008562,2022-12-04,,open,
TKT003551,U008562,2022-12-05,,open,
TKT003552,U008562,2022-11-30,2022-12-05,closed,3.0
TKT003553,U008563,2024-11-30,2024-12-06,closed,3.0
TKT003554,U008563,2024-09-06,2024-09-10,closed,3.0
TKT003555,U008563,2024-09-12,2024-09-16,closed,1.0
TKT003556,U008564,2022-10-17,2022-10-23,closed,5.0
TKT003557,U008571,2022-05-14,,open,
TKT003558,U008571,2022-05-14,,open,
TKT003559,U008571,2022-05-14,,open,
TKT003560,U008579,2022-12-31,2023-01-01,closed,5.0
TKT003561,U008581,2023-07-04,2023-07-08,closed,5.0
TKT003562,U008583,2022-12-28,2022-12-29,closed,1.0
TKT003563,U008583,2022-12-28,,open,
TKT003564,U008585,2022-11-17,,open,
TKT003565,U008587,2022-04-18,,open,
TKT003566,U008587,2022-04-18,,open,
TKT003567,U008587,2022-04-18,,open,
TKT003568,U008590,2023-04-17,2023-04-21,closed,4.0
TKT003569,U008590,2022-08-23,2022-08-28,closed,1.0
TKT003570,U008590,2024-05-25,2024-05-31,closed,4.0
TKT003571,U008594,2023-05-13,2023-05-19,closed,1.0
TKT003572,U008594,2023-04-06,2023-04-10,closed,3.0
TKT003573,U008594,2023-03-26,2023-03-31,closed,4.0
TKT003574,U008595,2023-09-03,2023-09-09,closed,1.0
TKT003575,U008595,2024-02-14,2024-02-19,closed,1.0
TKT003576,U008595,2024-10-17,2024-10-19,closed,2.0
TKT003577,U008596,2023-04-14,2023-04-20,closed,2.0
TKT003578,U008596,2023-07-07,2023-07-08,closed,4.0
TKT003579,U008600,2023-11-28,2023-12-04,closed,5.0
TKT003580,U008600,2024-07-16,2024-07-18,closed,1.0
TKT003581,U008601,2023-04-12,2023-04-19,closed,1.0
TKT003582,U008601,2022-11-21,2022-11-23,closed,3.0
TKT003583,U008601,2023-05-26,2023-05-28,closed,5.0
TKT003584,U008602,2024-08-26,2024-08-27,closed,1.0
TKT003585,U008602,2023-02-24,2023-03-01,closed,3.0
TKT003586,U008607,2024-02-29,2024-03-05,closed,5.0
TKT003587,U008607,2023-11-30,2023-12-05,closed,3.0
TKT003588,U008607,2023-03-01,2023-03-04,closed,4.0
TKT003589,U008611,2024-08-19,2024-08-25,closed,4.0
TKT003590,U008611,2023-12-04,2023-12-10,closed,4.0
TKT003591,U008612,2023-01-01,,open,
TKT003592,U008612,2023-01-01,,open,
TKT003593,U008612,2023-01-01,,open,
TKT003594,U008617,2023-07-15,2023-07-18,closed,2.0
TKT003595,U008619,2022-03-26,2022-03-29,closed,3.0
TKT003596,U008619,2023-02-24,2023-02-28,closed,4.0
TKT003597,U008633,2022-05-15,,open,
TKT003598,U008633,2022-05-15,2022-05-16,closed,5.0
TKT003599,U008634,2024-01-02,2024-01-03,closed,3.0
TKT003600,U008634,2024-01-04,2024-01-05,closed,4.0
TKT003601,U008635,2022-07-30,2022-08-06,closed,1.0
TKT003602,U008635,2022-08-06,,open,
TKT003603,U008635,2022-07-29,2022-07-30,closed,4.0
TKT003604,U008638,2022-10-06,,open,
TKT003605,U008638,2022-10-06,2022-10-07,closed,1.0
TKT003606,U008638,2022-10-07,,open,
TKT003607,U008647,2024-05-14,2024-05-18,closed,1.0
TKT003608,U008647,2024-04-14,2024-04-17,closed,2.0
TKT003609,U008653,2022-08-10,,open,
TKT003610,U008663,2022-10-01,2022-10-02,closed,5.0
TKT003611,U008677,2022-10-25,2022-10-29,closed,1.0
TKT003612,U008677,2023-07-14,2023-07-16,closed,2.0
TKT003613,U008688,2023-01-10,2023-01-13,closed,2.0
TKT003614,U008689,2024-08-03,2024-08-07,closed,3.0
TKT003615,U008689,2024-08-10,2024-08-17,closed,5.0
TKT003616,U008689,2024-10-02,2024-10-04,closed,4.0
TKT003617,U008699,2022-07-25,2022-07-26,closed,3.0
TKT003618,U008700,2023-01-31,,open,
TKT003619,U008700,2023-01-20,2023-01-22,closed,2.0
TKT003620,U008704,2022-03-19,,open,
TKT003621,U008704,2022-03-19,,open,
TKT003622,U008706,2023-08-13,,open,
TKT003623,U008709,2024-12-06,2024-12-09,closed,1.0
TKT003624,U008709,2024-01-05,2024-01-11,closed,3.0
TKT003625,U008711,2022-12-09,2022-12-10,closed,3.0
TKT003626,U008711,2024-06-14,2024-06-15,closed,3.0
TKT003627,U008711,2022-12-01,2022-12-03,closed,2.0
TKT003628,U008712,2022-08-31,2022-09-03,closed,5.0
TKT003629,U008717,2022-08-22,,open,
TKT003630,U008717,2022-08-04,2022-08-05,closed,2.0
TKT003631,U008724,2022-07-16,2022-07-23,closed,3.0
TKT003632,U008724,2022-09-12,2022-09-13,closed,3.0
TKT003633,U008724,2022-07-08,2022-07-12,closed,1.0
TKT003634,U008737,2024-05-01,2024-05-04,closed,4.0
TKT003635,U008737,2024-03-02,2024-03-08,closed,4.0
TKT003636,U008738,2022-09-28,2022-10-02,closed,4.0
TKT003637,U008738,2023-12-15,2023-12-21,closed,1.0
TKT003638,U008740,2022-10-28,,open,
TKT003639,U008748,2022-12-10,2022-12-13,closed,5.0
TKT003640,U008750,2022-10-13,2022-10-15,closed,3.0
TKT003641,U008750,2022-09-23,2022-09-27,closed,4.0
